guest_email,has_rewards,room_type,amenities_fee,checkin_date,checkout_date,room_rate,billing_address,credit_card_number
andrewdennis@example.com,False,BASIC,14.737721347889694,09 Sep 2020,2020-01-07,93.73,sdv-pii-jfnjx,4302419229561914
theresa71@example.com,False,DELUXE,7.2853078822335995,26 Aug 2020,2020-09-01,133.47,sdv-pii-473na,349003899042836
ldavis@example.org,False,BASIC,32.969908970426296,19 Dec 2020,2020-01-22,127.86,sdv-pii-k6q63,4826210476954705
jasonmason@example.net,True,BASIC,35.32910504405688,24 Aug 2020,2020-01-07,142.84,sdv-pii-i9mmj,4694020769303404570
davidvasquez@example.org,False,BASIC,16.048103672673356,13 Jun 2020,2020-01-08,110.07,sdv-pii-vl5qg,5411313193415303
jbolton@example.com,False,SUITE,0.0,06 Nov 2020,2020-07-28,111.31,sdv-pii-db30h,376954866983095
sullivanrandy@example.com,False,BASIC,4.446600327366992,14 Aug 2020,2020-03-03,83.8,sdv-pii-ss9ha,6501595876768466
oreeves@example.org,False,BASIC,3.189270965899083,06 May 2020,2020-03-08,187.01,sdv-pii-973lx,4981424194559073
robynscott@example.org,False,BASIC,31.782627289934695,17 Mar 2020,2020-04-15,134.11,sdv-pii-6omls,213140218420328
clarkallison@example.com,False,BASIC,48.12,11 Feb 2020,2020-05-03,314.37,sdv-pii-8inpv,213185310722725
kwilliams@example.com,True,BASIC,22.820509255277187,23 Dec 2020,2020-01-07,91.8,sdv-pii-v923d,4174770130069
hudsonbradley@example.com,False,DELUXE,10.262898648863565,15 Jan 2020,2020-07-29,260.08,sdv-pii-3o3xm,3582819958052279
hernandezbrittany@example.com,False,DELUXE,8.505838773341878,08 Jun 2020,2020-08-13,124.53,sdv-pii-7qxqe,30383591890771
thompsonjames@example.org,False,DELUXE,31.326138127085255,02 Jun 2020,2020-11-06,378.82,sdv-pii-kpnjj,4842893643974
kvargas@example.org,True,BASIC,29.90089421989291,04 Oct 2020,2020-09-06,352.62,sdv-pii-5aro1,213124957140354
greenheather@example.org,False,BASIC,38.45739994124911,27 May 2020,2020-04-20,124.73,sdv-pii-gb4o8,3592293657919675
amandalawrence@example.org,False,SUITE,9.540773577837783,14 Jul 2020,2020-05-19,189.43,sdv-pii-sca37,342033264538875
torrescassandra@example.org,True,SUITE,34.16393470947977,23 Nov 2020,2020-01-22,198.98,sdv-pii-5oj7f,4312540105667232
johnathanwright@example.com,False,DELUXE,4.994672793219619,26 Oct 2020,2020-10-14,154.99,sdv-pii-gqqc4,374594629858515
hwebster@example.org,True,BASIC,0.0,26 Mar 2020,2021-01-08,106.41,sdv-pii-c114a,4190929662322015074
jonathan86@example.com,False,BASIC,27.319665098004542,10 Nov 2020,2020-12-13,154.18,sdv-pii-kfwuf,340714119965759
huertasteve@example.net,True,SUITE,48.12,11 May 2020,2020-01-25,225.64,sdv-pii-zz8dm,6500938348159966
vincentwalker@example.net,True,BASIC,18.531267437873737,01 Sep 2020,2020-11-07,121.39,sdv-pii-q0erv,4053772879736603
alexa15@example.org,False,BASIC,19.522184814692647,27 May 2020,2020-08-16,371.89,sdv-pii-ornf3,3561771152683315
fwoods@example.com,True,BASIC,8.516612559921162,06 Aug 2020,2020-06-05,341.15,sdv-pii-95m9j,341999230610678
tbryant@example.com,False,SUITE,37.3175069409933,01 Sep 2020,2020-09-02,243.47,sdv-pii-pr77k,4083332031797037
tyler92@example.net,False,DELUXE,12.118009636198302,07 Jan 2021,2020-01-16,115.55,sdv-pii-ldiyq,4338819840717712
rorozco@example.com,False,SUITE,5.753821807103069,26 Feb 2020,2020-09-25,109.89,sdv-pii-10wyr,4046518656596110
jessicareyes@example.com,False,BASIC,5.825796006406393,29 May 2020,2020-03-13,91.56,sdv-pii-8ban9,213143240266545
ovilla@example.org,False,BASIC,28.842322065441312,21 May 2020,2020-09-10,83.8,sdv-pii-gmxyf,372121281153852
morrisheidi@example.org,True,BASIC,21.492560025013287,07 Jan 2021,2020-03-11,177.67,sdv-pii-vo9bj,30257115924177
jamesmeyer@example.com,False,DELUXE,48.12,23 Feb 2020,2020-02-25,127.67,sdv-pii-5s1pm,5571792344999719
hannah55@example.org,False,SUITE,37.15811909872912,25 May 2020,2020-04-08,122.11,sdv-pii-wu7w0,375944771811839
aprilgomez@example.net,False,DELUXE,33.02518304573749,07 Jan 2021,2020-02-15,83.8,sdv-pii-9tnh9,180063429088131
campbellangela@example.net,False,BASIC,0.0,19 Aug 2020,2020-11-14,88.68,sdv-pii-narrb,213122414228135
carsonnicole@example.org,False,BASIC,7.434541805587509,05 Jan 2020,2020-11-28,132.83,sdv-pii-i6x1t,4136353696303
kenneth83@example.org,False,DELUXE,12.050539067275235,22 Jun 2020,2020-07-18,127.97,sdv-pii-sv4gp,3553435814750405
brownrussell@example.org,False,SUITE,8.06408649198,23 Oct 2020,2020-06-09,302.85,sdv-pii-mj48y,4710248278087
tina69@example.net,False,BASIC,16.41242222804926,24 Sep 2020,2020-04-12,190.63,sdv-pii-gn33d,213156181535900
amber25@example.net,False,BASIC,5.193540133874166,05 Jan 2020,2020-08-23,94.39,sdv-pii-7iqdc,213160382436587
debrahuffman@example.org,False,BASIC,18.36768306924885,16 Apr 2020,2020-10-13,202.11,sdv-pii-hvdsz,6011530201262219
williamburgess@example.org,False,BASIC,47.40835829873959,07 Oct 2020,2020-03-21,167.51,sdv-pii-rkl8r,213112801600194
zrobbins@example.net,True,DELUXE,29.683743545990534,29 May 2020,2020-08-14,234.54,sdv-pii-qlwwf,180063245743059
wagnerjamie@example.org,False,SUITE,23.42411760772791,12 Sep 2020,2020-07-26,129.03,sdv-pii-ju0jn,3541638060430383
hardydennis@example.com,True,SUITE,8.172247993806186,16 Mar 2020,2021-01-08,160.85,sdv-pii-8qtl4,376614853931354
flynnjimmy@example.net,False,DELUXE,39.81215548463932,09 Jun 2020,2021-01-08,109.92,sdv-pii-5fyws,3596175928581648
uyoung@example.com,True,SUITE,0.0,16 Apr 2020,2020-01-07,126.94,sdv-pii-v7kq5,4610682529540924235
samantha31@example.com,True,DELUXE,25.091465715907358,15 Jul 2020,2020-10-23,198.59,sdv-pii-320rn,4742188395340388173
donaldhernandez@example.net,False,DELUXE,29.778253992936143,06 Jun 2020,2020-06-10,146.71,sdv-pii-73621,213119157622318
nedwards@example.com,False,DELUXE,44.33259708033387,17 Nov 2020,2020-03-23,145.37,sdv-pii-ywjb1,4029871780321
benjamin39@example.com,False,BASIC,5.213676994817943,05 Jan 2020,2020-08-22,217.96,sdv-pii-gurgp,377590064067148
urobles@example.com,False,SUITE,25.18603145169233,07 May 2020,2020-07-19,159.09,sdv-pii-gmzu4,3566817491941487
crystal04@example.org,True,BASIC,48.12,07 Mar 2020,2020-04-23,84.37,sdv-pii-gea6e,2337707179865092
fergusonisaiah@example.net,False,DELUXE,9.207182944237863,07 Aug 2020,2020-08-24,90.64,sdv-pii-hsdtn,3509153230666064
olyons@example.com,False,BASIC,2.571423258967154,27 Apr 2020,2020-11-30,165.41,sdv-pii-f6e8r,213167709829436
stephaniepalmer@example.org,True,DELUXE,25.425156085565007,08 Aug 2020,2020-08-22,83.8,sdv-pii-dcdcg,341863862697728
angela10@example.org,False,SUITE,28.23115766342739,21 Jun 2020,2020-08-06,109.69,sdv-pii-atpdc,3552102551004252
bestjohn@example.org,False,BASIC,22.649548837731356,22 Oct 2020,2020-07-21,98.8,sdv-pii-ixjnh,180033219602748
operez@example.com,True,BASIC,10.95856469583496,02 Nov 2020,2020-04-17,148.93,sdv-pii-vc81o,6011856002036936
wongdaniel@example.org,False,BASIC,16.267042054794068,21 Jul 2020,2020-05-17,88.9,sdv-pii-aw2av,4740891044181484
tommymoore@example.com,True,BASIC,44.742261592187646,09 Aug 2020,2020-03-29,202.62,sdv-pii-jviyi,3591215783640223
fmorrow@example.org,False,BASIC,36.30074453382682,19 Feb 2020,2020-10-16,103.63,sdv-pii-gt521,4708329654185016
dtaylor@example.com,False,DELUXE,25.962970077724734,06 Nov 2020,2020-01-07,177.34,sdv-pii-vwv35,4796988056376797
jennifer73@example.com,False,BASIC,41.171156363932745,07 Jan 2021,2020-10-09,103.65,sdv-pii-fgwpn,180017149880789
eterry@example.com,False,BASIC,13.925736234365136,25 Jul 2020,2021-01-08,159.68,sdv-pii-fghdr,3507199403976774
lynn07@example.com,False,BASIC,21.041950101805593,08 Sep 2020,2020-12-15,235.43,sdv-pii-51i9n,4672370617993940
coleholt@example.org,True,BASIC,12.488575013936009,13 Mar 2020,2020-01-10,83.8,sdv-pii-ggus0,3521759434674557
nmitchell@example.org,True,DELUXE,7.6319414142221795,07 Jan 2021,2020-04-27,172.94,sdv-pii-atbvq,639010483654
brandon22@example.net,False,BASIC,28.581679122754316,13 Jun 2020,2020-06-26,163.8,sdv-pii-hj4y7,3553027841454919
michael05@example.com,False,DELUXE,38.575739298765995,14 Nov 2020,2020-10-03,87.55,sdv-pii-lkzk0,4074251163120787
weavertrevor@example.org,False,DELUXE,8.905328819909851,28 Oct 2020,2020-08-20,294.76,sdv-pii-aiok5,3580387776726062
sarahmorgan@example.org,False,BASIC,0.07143193056032615,17 May 2020,2020-05-05,135.99,sdv-pii-v8r1v,4533702435314801
allisonlawrence@example.net,False,BASIC,31.63241900639281,02 Sep 2020,2020-04-04,298.8,sdv-pii-8zrcu,4189655202650087
oarnold@example.org,False,BASIC,3.4304997980452843,05 Jan 2020,2020-10-04,126.02,sdv-pii-zfgqx,4910191433168620
catherine29@example.org,False,SUITE,9.771909904483278,21 Jan 2020,2020-01-21,141.46,sdv-pii-x9ep7,676237038648
olewis@example.com,False,BASIC,48.12,28 Apr 2020,2020-01-07,312.48,sdv-pii-5meok,564820217896
amelendez@example.com,False,DELUXE,30.516700520502404,21 Mar 2020,2020-07-28,298.45,sdv-pii-qq526,501810703832
danielle19@example.net,False,BASIC,0.0,04 May 2020,2020-02-23,83.8,sdv-pii-9tgee,30457105775171
karen43@example.net,False,BASIC,0.0,12 Jul 2020,2020-10-12,102.36,sdv-pii-upxp5,30262281872127
flynnjonathan@example.net,True,SUITE,26.27683456200906,30 May 2020,2020-11-30,86.05,sdv-pii-vl16a,38363039780877
angela17@example.com,False,BASIC,10.029264359877498,02 Sep 2020,2020-05-12,159.76,sdv-pii-aviqf,3535703553962033
nhenderson@example.net,False,BASIC,0.0,20 Oct 2020,2020-01-25,104.19,sdv-pii-84x76,6011993493279194
hughesryan@example.net,False,BASIC,1.1538540958408958,05 Jan 2020,2020-03-25,106.33,sdv-pii-r1dqx,4385798186491
ksmith@example.com,False,SUITE,24.265700325610744,23 Aug 2020,2020-07-20,180.42,sdv-pii-tcr1a,3568136185486339
kevin71@example.org,False,BASIC,28.232307579069015,05 Jan 2020,2020-08-09,176.53,sdv-pii-6a7t2,3567977775876426
lauren78@example.com,False,BASIC,26.0946363931251,08 Jun 2020,2020-02-13,255.37,sdv-pii-q62fo,5142563328240341
stephen92@example.org,False,BASIC,0.9456064164919806,28 Aug 2020,2020-06-01,109.11,sdv-pii-gk75w,675995288700
burtonkenneth@example.com,True,SUITE,11.465186931155035,05 Mar 2020,2020-08-05,154.82,sdv-pii-efjw6,2261594084601584
joseph47@example.com,True,SUITE,48.12,07 May 2020,2020-06-09,186.68,sdv-pii-ezpg3,6581272383394516
qmayer@example.org,False,BASIC,9.748483634339273,06 Jun 2020,2020-04-17,270.52,sdv-pii-kfnvr,3553848175168068
sanfordevan@example.com,False,DELUXE,43.04979626521507,20 Aug 2020,2020-03-05,106.86,sdv-pii-yoim4,3506277340293106
kimjulie@example.org,False,BASIC,31.683721461929956,13 May 2020,2020-10-15,126.59,sdv-pii-eruav,6555957070587008
jhensley@example.com,True,SUITE,4.219728448588741,15 Aug 2020,2020-06-08,119.07,sdv-pii-33ena,5322810424480301
frankstone@example.com,False,BASIC,17.99146579488918,29 Oct 2020,2020-01-18,164.08,sdv-pii-9b6xy,4494898054433
dean12@example.org,False,DELUXE,10.96522376433147,05 Jan 2020,2020-10-01,160.09,sdv-pii-vn4bx,4538304694391227
mary66@example.org,True,BASIC,21.997129962123534,06 Nov 2020,2020-04-13,151.09,sdv-pii-iku7z,38244615200532
anthonycooper@example.net,False,BASIC,11.76020082249266,25 Oct 2020,2020-04-17,117.28,sdv-pii-06znw,3510248803584194
cody76@example.org,False,BASIC,21.832124595982304,09 Apr 2020,2020-08-09,149.09,sdv-pii-vqnbr,4828945517811
emilyking@example.org,False,BASIC,0.617663290261978,02 Jul 2020,2020-04-03,255.7,sdv-pii-owyi7,3571425611713993
kfisher@example.net,False,BASIC,32.23959577345489,05 Jan 2020,2020-04-16,110.09,sdv-pii-mb6ah,370912239969106
jasmineobrien@example.org,False,SUITE,9.815006740276115,06 Jun 2020,2020-06-20,202.1,sdv-pii-8bcea,6559859880328134
lowerysarah@example.net,False,BASIC,40.32203271090957,13 Apr 2020,2020-05-18,201.33,sdv-pii-zib6d,372169384693639
djones@example.com,False,BASIC,6.3873059284738,14 Aug 2020,2020-08-21,132.62,sdv-pii-uyvag,4970169331014820
lauren09@example.com,True,BASIC,23.284175269502242,05 Jun 2020,2020-03-04,124.24,sdv-pii-t1z0u,3509251842407206
jessicabass@example.net,True,BASIC,22.0238382278406,27 Jun 2020,2020-02-03,233.66,sdv-pii-6fju0,3523543404107170
april64@example.org,True,BASIC,0.0,05 Sep 2020,2020-07-24,140.26,sdv-pii-89sa3,4651437066893
conradryan@example.net,False,BASIC,18.04512452622539,31 Jul 2020,2020-01-07,235.55,sdv-pii-07qho,60483561282
jerry90@example.com,True,BASIC,4.165427432280435,30 Jul 2020,2020-01-26,110.11,sdv-pii-8pizv,4375180523283272
cameron91@example.org,False,SUITE,47.790458344899235,16 Feb 2020,2020-08-27,207.41,sdv-pii-irnao,4540230307683021
hickskimberly@example.net,True,BASIC,0.0,03 Oct 2020,2020-04-29,106.51,sdv-pii-xcxtj,4295046255784
shannon62@example.com,False,BASIC,3.9523023949556846,21 Nov 2020,2020-06-01,192.18,sdv-pii-avh8y,213158179323505
swilliams@example.com,False,BASIC,17.179096900714708,13 Apr 2020,2020-09-14,94.47,sdv-pii-lemk3,502056146298
bernarddavid@example.com,False,SUITE,28.647794286613525,08 Dec 2020,2020-05-09,147.16,sdv-pii-38by5,4468109270892889043
tammy21@example.com,False,DELUXE,48.12,19 Apr 2020,2020-07-05,191.09,sdv-pii-rviq6,30394831136917
garyhuang@example.net,False,BASIC,18.100106477325163,03 May 2020,2020-07-29,136.8,sdv-pii-dyyh0,345096803205733
christopherharrison@example.com,True,BASIC,0.0,01 Oct 2020,2020-05-08,263.76,sdv-pii-37tuj,4982317529921464
danielsemma@example.org,False,BASIC,1.3648989398041658,23 Apr 2020,2020-10-22,111.07,sdv-pii-hyycw,4573418405753081
austin76@example.org,True,BASIC,28.065869656320075,13 Sep 2020,2020-04-15,97.12,sdv-pii-72l7g,3552310759320962
yatesnathan@example.net,True,BASIC,3.8219194303485695,30 Oct 2020,2020-10-11,152.19,sdv-pii-u7kmw,6011435252961075
zrivera@example.net,False,BASIC,31.371652827329033,22 Feb 2020,2020-10-14,316.08,sdv-pii-anqw5,5427912967899154
trogers@example.org,False,BASIC,19.092232449404126,12 Jun 2020,2020-08-04,207.11,sdv-pii-cjla4,36247544610905
bonnieduke@example.org,True,DELUXE,25.670850527599427,25 May 2020,2020-06-23,129.74,sdv-pii-gi0x8,4884594494183314715
sethkoch@example.com,False,BASIC,25.880781191818322,21 Oct 2020,2020-09-15,262.22,sdv-pii-9xuej,6011946318083480
andersondaniel@example.org,True,SUITE,36.83323548051503,27 Apr 2020,2020-04-16,143.86,sdv-pii-c8qs9,30551251859266
kristenmorales@example.net,True,DELUXE,5.615136970059499,14 Oct 2020,2020-06-16,89.04,sdv-pii-thryk,3541549664164270
rodrigueztara@example.com,True,BASIC,24.204490120661212,01 May 2020,2020-08-04,99.08,sdv-pii-p4ri6,4566985891710996478
loganblair@example.org,True,DELUXE,29.386065650956247,08 Nov 2020,2020-11-28,147.24,sdv-pii-lrgjr,213131415746946
michael36@example.org,False,BASIC,3.5666415517818972,06 Aug 2020,2020-11-28,238.69,sdv-pii-upn41,4008542492224295
higginssteven@example.org,False,DELUXE,34.371459450404885,05 Jan 2020,2020-07-27,108.5,sdv-pii-e8dky,30161894054661
qlamb@example.com,False,DELUXE,7.576325563445419,11 Mar 2020,2020-10-09,143.39,sdv-pii-ormeq,2701544751885687
smithkarla@example.com,False,BASIC,20.350839706978256,01 Jun 2020,2020-03-15,146.16,sdv-pii-pcnme,6011531790894891
kendraguzman@example.com,False,SUITE,19.236621641029327,23 Jun 2020,2020-04-30,128.42,sdv-pii-c9g9l,570374871376
hevans@example.org,True,SUITE,7.648594153890572,02 Apr 2020,2020-07-02,227.37,sdv-pii-xgfia,4655263289567996
andersonrichard@example.net,True,BASIC,6.5686745245000075,10 Nov 2020,2020-08-05,259.89,sdv-pii-budqd,370958554264763
maryflores@example.com,False,BASIC,10.969928109435752,24 May 2020,2020-11-09,301.47,sdv-pii-evm2c,4888634992548680
flemingstephanie@example.com,True,BASIC,46.524123686772626,10 Aug 2020,2020-03-28,132.4,sdv-pii-obmaj,4834073267749126
hallteresa@example.org,True,SUITE,8.262094734237877,03 Nov 2020,2020-01-21,155.18,sdv-pii-aromr,3576691999388097
nbarrett@example.com,False,BASIC,27.819333648105513,30 Jun 2020,2020-03-26,172.38,sdv-pii-jt1vj,4369224929591
michaelmoore@example.org,False,BASIC,45.91761033012571,11 Oct 2020,2020-05-15,110.18,sdv-pii-46ak9,3587319457809274
fcook@example.com,True,BASIC,22.25048605461774,02 Aug 2020,2020-02-06,89.86,sdv-pii-ayhyz,30011168727155
david14@example.net,False,BASIC,0.13060497243676905,12 Nov 2020,2020-09-08,203.56,sdv-pii-tjyx5,4875748673188061230
adamramirez@example.org,True,BASIC,39.158284588628625,27 Mar 2020,2020-01-07,204.63,sdv-pii-8x8er,6011378996746529
johnsondanny@example.net,True,DELUXE,18.277211413255106,20 Jun 2020,2020-08-27,143.48,sdv-pii-snu2l,213139869451764
brian10@example.org,False,SUITE,31.272964173133538,17 Sep 2020,2020-05-30,399.17,sdv-pii-fb0x9,30133438943048
dlynn@example.net,False,BASIC,13.211096742666035,09 Jan 2020,2020-06-05,113.11,sdv-pii-mgz4e,3590173342524530
josephgreene@example.org,False,SUITE,5.272176358256486,18 Jun 2020,2020-06-12,213.42,sdv-pii-1dfke,4990705302071
msmith@example.org,True,BASIC,6.818811117307846,17 Oct 2020,2020-04-17,214.32,sdv-pii-uoa43,639067772132
nicholasmorton@example.net,True,BASIC,4.035931020050217,28 Feb 2020,2020-10-10,102.96,sdv-pii-uno27,4049977449475858
aweaver@example.net,True,BASIC,31.45753211183156,26 Sep 2020,2020-01-07,152.91,sdv-pii-p398w,340823063679538
walkeramber@example.net,True,BASIC,31.371110676175512,02 Aug 2020,2020-08-25,118.11,sdv-pii-caazm,4054419616172366
jamesburnett@example.com,False,DELUXE,2.3922196204663804,05 Jan 2020,2020-11-09,278.46,sdv-pii-fvmd4,5207319464109994
lesliewinters@example.org,False,DELUXE,24.69682416107149,20 Oct 2020,2020-10-23,164.18,sdv-pii-ny03h,30404412623603
colleen71@example.net,False,DELUXE,36.7184532695149,10 Oct 2020,2020-07-05,86.99,sdv-pii-qlqs1,5470789615374145
isnow@example.com,False,BASIC,6.8933224867531555,22 Dec 2020,2020-03-15,87.33,sdv-pii-mm4bz,376373370114339
shaunkramer@example.net,True,BASIC,19.324763972978268,31 Aug 2020,2020-09-22,140.07,sdv-pii-9ow9v,30295782464978
eclarke@example.net,False,BASIC,29.053832180253067,03 Jul 2020,2020-10-28,203.0,sdv-pii-0muv4,502053012345
lesliehoffman@example.org,True,SUITE,18.77028676251081,28 Oct 2020,2020-01-07,278.26,sdv-pii-w3w3t,30316689698805
hcoleman@example.org,True,DELUXE,2.9161927712904916,07 Jan 2021,2020-02-07,83.8,sdv-pii-2mdjs,4757120221521233
amorales@example.com,True,BASIC,48.12,07 Jan 2021,2020-01-07,101.35,sdv-pii-73yl6,5224253454615778
jillsanders@example.com,False,SUITE,5.347388437750997,25 Sep 2020,2021-01-08,134.66,sdv-pii-1cqaf,4109980658732495
ramosstefanie@example.org,False,BASIC,11.9871732585485,04 May 2020,2020-06-07,242.21,sdv-pii-7fbll,3530406333964098
watsonlisa@example.com,True,BASIC,32.24101105054655,24 Jan 2020,2020-01-10,107.16,sdv-pii-jia7j,3536092405925847
ihogan@example.net,True,DELUXE,13.46189886311123,13 Sep 2020,2020-01-07,354.79,sdv-pii-dee9y,180022379656339
pdonaldson@example.com,True,SUITE,41.41024555790527,09 Jul 2020,2020-05-01,262.52,sdv-pii-m5gz4,5575657950741059
qnichols@example.com,False,SUITE,4.716587414986385,08 Nov 2020,2020-11-03,114.25,sdv-pii-n3ezo,2269600127636032
sramsey@example.net,True,BASIC,3.372265154331477,16 Aug 2020,2020-03-11,126.53,sdv-pii-ojmj4,30543824290236
shelbymoses@example.org,True,BASIC,25.104296713581203,06 Jan 2021,2020-08-16,107.99,sdv-pii-ofw9j,4170247221575551736
davismichelle@example.com,True,BASIC,6.12239149166267,16 Jul 2020,2020-01-07,130.81,sdv-pii-4xv8t,3568541284808368
mitchelljoel@example.com,False,BASIC,32.637381270727666,01 Aug 2020,2020-07-20,206.74,sdv-pii-aur8m,676273742186
amber63@example.com,False,BASIC,48.12,06 Feb 2020,2020-03-08,229.59,sdv-pii-8txiu,3516886696782401
heathercompton@example.net,True,BASIC,21.605328785836114,30 Oct 2020,2020-01-20,96.88,sdv-pii-0rsca,370755572615723
schaeferdiane@example.net,False,BASIC,36.171068098424165,26 Mar 2020,2020-06-04,213.74,sdv-pii-oq3ru,213154631069604
nmendoza@example.net,True,BASIC,48.12,01 Jul 2020,2020-05-12,221.85,sdv-pii-rohn9,4974689898464769618
paula00@example.net,False,SUITE,6.223801426197426,23 Dec 2020,2020-07-11,142.08,sdv-pii-birot,180099526063890
gloverbrian@example.net,False,DELUXE,24.62032784931947,07 Jan 2021,2020-01-23,193.71,sdv-pii-bkq17,375532001265775
kdavis@example.org,False,DELUXE,11.583936799601736,20 Sep 2020,2020-10-21,88.96,sdv-pii-2vfys,30558007492979
mprice@example.net,False,BASIC,3.4800046040077763,25 Aug 2020,2020-01-07,95.03,sdv-pii-eenha,639086666935
barnettmichelle@example.net,True,DELUXE,13.660723838882134,23 Dec 2020,2020-07-02,123.25,sdv-pii-02c8b,2653682505536558
nicole55@example.com,False,BASIC,20.24690159394121,05 Jan 2021,2020-10-15,180.3,sdv-pii-b6ugw,30465196003577
harrisfrancisco@example.net,False,DELUXE,33.639247083028806,25 Jul 2020,2020-11-11,193.82,sdv-pii-s98xw,4689124658856347
qreyes@example.com,True,BASIC,4.851560051534216,01 Jun 2020,2020-05-11,146.29,sdv-pii-q0pze,3509944125277961
laurenmorris@example.net,True,SUITE,0.45404453719096316,28 Mar 2020,2020-06-06,131.46,sdv-pii-zb5lj,3537296998990493
aaronroberts@example.com,False,BASIC,20.10861899988205,20 Aug 2020,2020-06-07,124.54,sdv-pii-d27qr,4479243777069
johnsonjulie@example.com,False,SUITE,11.463597134515377,21 Aug 2020,2020-07-28,170.91,sdv-pii-7pvdx,6011936685364902
bdiaz@example.com,False,DELUXE,47.328849151270504,13 Jun 2020,2021-01-08,379.89,sdv-pii-nbttz,343233978464496
dmay@example.net,False,BASIC,28.0787421652737,18 Apr 2020,2020-12-31,328.33,sdv-pii-6eeho,4409357460188017
vkidd@example.net,False,DELUXE,43.894955953489415,08 Apr 2020,2020-12-10,376.3,sdv-pii-vq72n,30278156115616
aliciamarshall@example.org,False,BASIC,29.453154862636104,04 Jul 2020,2020-02-07,101.17,sdv-pii-k8p2a,372486796901685
pamela63@example.org,False,BASIC,14.894354054029703,04 Jul 2020,2020-03-19,349.18,sdv-pii-3liar,6011538838505504
